Lambda,Wave_number,eV,Epsilon,Error_Epsilon,Observation,Number_id,Author,Reference_number,Year_publication,Comments
154.0,65000,NULL,NULL,NULL,max,97,JORTNER,2555,1962,"citing several refs."
171.0,NULL,NULL,NULL,NULL,NULL,672,ROTH,4580,2004,NULL
175.1,NULL,NULL,5000.00,NULL,"max. deconvol?",68,"WANG ... MARGERUM",3777,1994,NULL
181.0,NULL,NULL,NULL,NULL,max.,73,RABINOWITCH,3878,1942,"quoted by Friedman,922(1953)"
181.0,55300,NULL,NULL,NULL,max.,73,RABINOWITCH,3878,1942,"does not give the epsilon"
181.0,0,NULL,NULL,NULL,NULL,73,MEYERSTEIN,6225,1968,"quoting Friedman, 922 (1953)"
182.0,55000,NULL,NULL,NULL,max,73,JORTNER,2555,1962,"citing several refs."
184.5,NULL,NULL,33000.00,NULL,NULL,146,"WANG .. MARGERUM",3777,1994,"in HClO4 1.0 M"
185.5,NULL,NULL,1350000.00,NULL,"max. deconvol?",68,"WANG ... MARGERUM",3777,1994,NULL
187.0,53500,NULL,NULL,NULL,max.,98,RABINOWITCH,3878,1942,"does not give the epsilon"
190.0,NULL,NULL,1592.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
190.0,NULL,NULL,931.00,NULL,NULL,86,HART,3614,1983,NULL
190.0,52500,NULL,NULL,NULL,max,68,JORTNER,2555,1962,NULL
190.0,52600,NULL,NULL,NULL,max,98,JORTNER,2555,1962,"citing several refs."
190.8,NULL,NULL,38000.00,NULL,NULL,146,"WANG .. MARGERUM",3777,1994,"in HClO4 1.0 M"
192.0,NULL,NULL,1720.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
193.0,NULL,6.4,NULL,NULL,"I(-) -> I(2P(1/2));band J=1/2",33,BHATTACHARYYA,6500,2020,"CTTS, load transfer to solvent, citing Jortner, 2549(1960)"
194.0,NULL,NULL,140000.00,NULL,max.,33,JORTNER,2549,1960,"reading from the graph, 20°C"
194.0,0,0.0,13718.00,NULL,max.,33,Romulo,0,2021,"Determining by linear regression with 3 points (R2=0.9998)"
194.0,NULL,NULL,2131.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
194.0,51500,NULL,NULL,NULL,max,33,JORTNER,2555,1962,"citing several refs."
195.0,0,NULL,NULL,NULL,max.,68,MEYERSTEIN,6225,1968,"quoting Jortner, 2555(1962)"
195.0,NULL,NULL,NULL,NULL,max.,56,Pethybridge,278,1967,"it does not give the epsilon nor does it show the spectrum"
195.0,NULL,NULL,NULL,NULL,max.,75,Pethybridge,278,1967,"it does not give the epsilon nor does it show the spectrum"
196.0,NULL,NULL,2492.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
197.6,NULL,NULL,130000.00,NULL,"max. deconvol?",68,"WANG ... MARGERUM",3777,1994,NULL
198.0,NULL,NULL,3095.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
198.1,NULL,NULL,46000.00,NULL,NULL,146,"WANG .. MARGERUM",3777,1994,"in HClO4 1.0 M"
200.0,NULL,NULL,3549.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
200.0,0,NULL,2240.00,NULL,"log(epsilon) = 3,35",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
200.0,NULL,NULL,685.00,NULL,NULL,86,HART,3614,1983,NULL
200.0,NULL,NULL,NULL,NULL,max.,68,RABINOWITCH,3878,1942,"quoted by Friedman,922(1953)"
200.0,50000,NULL,NULL,NULL,max.,68,RABINOWITCH,3878,1942,"does not give the epsilon"
202.0,NULL,NULL,4284.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
202.0,49500,NULL,NULL,NULL,max,68,JORTNER,2555,1962,NULL
203.0,NULL,NULL,NULL,NULL,max.,252,"SUZUKI e KURODA",5915,1987,NULL
204.0,NULL,NULL,5035.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
205.0,0,NULL,1585.00,NULL,"log(epsilon) = 3,2",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
205.0,0,NULL,56.00,NULL,"log(epsilon) = 1,75",141,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
206.0,NULL,NULL,6004.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
206.0,NULL,NULL,2100.00,NULL,max,460,GALAL-GORCHEV,1019,1965,"citing refs. 1041, 1042, 1043, 1044"
206.0,NULL,NULL,2100.00,NULL,max.,460,GALAL-GORCHEV,1019,1965,"cit.p/Soulard, 686(1981)"
207.0,NULL,NULL,20000.00,NULL,max.,11,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
207.0,NULL,NULL,1700.00,NULL,max.,460,SOULARD,686,1981,NULL
208.0,NULL,NULL,8942.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
210.0,NULL,NULL,92000.00,1000,NULL,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
210.0,NULL,NULL,44331.00,NULL,"between two bands",33,Romulo,0,2021,"own determination with 3 points (R2 = 0.9997)"
210.0,NULL,NULL,30974.00,NULL,NULL,75,Romulo,0,2021,"own determination with 3 points (R2 = 0.9952)"
210.0,0,5.9,5800.00,NULL,"max. band III",242,Mizuno,6496,2020,"pi->pi*, citing refs of it 21 to 23"
210.0,NULL,NULL,5380.00,NULL,"max. band III",242,"STRICKLER e KASHA",5464,1963,"transfer electron -> solvent or pi -> pi*"
210.0,NULL,NULL,4000.00,NULL,min.,33,JORTNER,2549,1960,"reading from the graph, 20°C and 54°C"
210.0,NULL,NULL,3988.00,NULL,"based on isosb. 3HOI/2I-,IO3- pH 9",48,"Faria e Romulo",0,2021,"by the epsilon of the I- and IO3- of Romulus at 210 nm"
210.0,NULL,NULL,1335.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
210.0,0,NULL,1000.00,NULL,"log(epsilon) = 3",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
210.0,NULL,NULL,689.00,NULL,NULL,86,HART,3614,1983,NULL
210.0,NULL,NULL,290.00,30,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
210.0,0,NULL,28.00,NULL,"log(epsilon) = 1,45",141,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
210.0,NULL,NULL,NULL,NULL,"max. band III",242,"SUZUKI e KURODA",5915,1987,NULL
210.0,0,NULL,NULL,NULL,"max. < 210 nm",750,MEYERSTEIN,6225,1968,NULL
210.0,NULL,NULL,NULL,NULL,"isosb. 3HOI/2I-,IO3- (at pH 9)",75,PAQUETTE,684,1985,"Figure 3"
210.0,NULL,NULL,NULL,NULL,"isosb. 3HOI/2I-,IO3- (at pH 9)",33,PAQUETTE,684,1985,"Figure 3"
210.0,NULL,NULL,NULL,NULL,"isosb. 3HOI/2I-,IO3- (at pH 9)",48,PAQUETTE,684,1985,"Figure 3"
212.0,NULL,NULL,1608.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
212.8,NULL,NULL,NULL,NULL,"strong band",405,LEVASON,1425,1990,"in matrix of N2(s) at 12K"
214.0,NULL,NULL,1696.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
215.0,NULL,NULL,1000000.00,2000,NULL,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
215.0,NULL,NULL,6600.00,NULL,"isosb. 3IO-/2I-,IO3- (at pH 12)",47,PAQUETTE,684,1985,"Figure 2, Im not finding this epsilon in the article"
215.0,NULL,NULL,6600.00,NULL,"isosb. 3IO-/2I-,IO3-",33,PAQUETTE,684,1985,NULL
215.0,NULL,NULL,6600.00,NULL,"isosb. 3IO-/2I-,IO3- (at pH 12)",75,PAQUETTE,684,1985,"Figure 2, Im not finding epsilon in the article"
215.0,NULL,NULL,6268.00,NULL,NULL,33,Romulo,0,2019,"own determination with 3 points (R2=0.999)"
215.0,NULL,NULL,4948.00,NULL,"based on isosb. 3IO-/2I-,IO3- pH 12",47,"Faria e Romulo",0,2021,"by the epsilon of the I- and IO3- of Romulus at 215 nm"
215.0,NULL,NULL,1780.00,NULL,"log(epsilon) = 3,25",75,AWTREY,1842,1951,"reading from the graph, smallest lambda of the curve"
215.0,0,NULL,794.00,NULL,"log(epsilon) = 2,9",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
215.0,NULL,NULL,145.00,25,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
215.0,0,NULL,10.00,NULL,"log(epsilon) = 1",141,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
215.8,NULL,NULL,NULL,NULL,"isosb. de 2a deriv",252,"SUZUKI e KURODA",5915,1987,NULL
216.0,NULL,NULL,1679.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
217.0,NULL,NULL,5000.00,NULL,"log(epsilon) = 3,7",33,AWTREY,1842,1951,"reading from the graph, smallest lambda of the curve"
218.0,NULL,NULL,1615.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
219.0,NULL,NULL,433.00,NULL,NULL,138,BUSER,4505,1952,NULL
220.0,NULL,NULL,1040000.00,2000,max.,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
220.0,NULL,NULL,10400.00,NULL,max.,105,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
220.0,NULL,NULL,10000.00,NULL,max.,105,ZIMMERMAN,670,1957,"cit.p/Soulard, 686(1981)"
220.0,NULL,NULL,8100.00,NULL,max,461,GALAL-GORCHEV,1019,1965,"citing refs. 1041, 1042, 1043, 1044"
220.0,NULL,NULL,1527.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
220.0,0,NULL,1412.00,NULL,"log(epsilon) = 3,15",75,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
220.0,NULL,NULL,952.00,NULL,NULL,182,ARIESE,739,1986,NULL
220.0,NULL,NULL,842.00,NULL,NULL,86,HART,3614,1983,NULL
220.0,NULL,NULL,570.00,NULL,NULL,102,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
220.0,0,NULL,398.00,NULL,"log(epsilon) = 2,6",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
220.0,NULL,NULL,57.00,NULL,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
220.0,0,NULL,56.00,NULL,"log(epsilon) = 0,45",141,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
220.0,NULL,NULL,NULL,NULL,"isosb. Br2(aq)/Br3(-) (aq)",146,RAPHAEL,2184,1988,"HClO4 2M"
220.0,NULL,NULL,NULL,NULL,"isosb. Br2(aq)/Br3(-) (aq)",152,RAPHAEL,2184,1988,"HClO4 2M"
221.0,NULL,NULL,6100.00,NULL,max.,461,SOULARD,686,1981,NULL
222.0,NULL,NULL,1431.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
223.0,0,NULL,NULL,NULL,max.,749,MEYERSTEIN,6225,1968,NULL
223.2,NULL,NULL,NULL,NULL,"isosb. de 2a deriv",242,"SUZUKI e KURODA",5915,1987,NULL
224.0,NULL,NULL,47000.00,NULL,max,27,CASON,297,1961,NULL
224.0,NULL,NULL,1330.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
224.0,44700,NULL,NULL,NULL,max.,749,RABINOWITCH,3878,1942,"does not give the epsilon"
225.0,NULL,NULL,1010000.00,2000,NULL,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
225.0,NULL,NULL,14380.00,NULL,NULL,33,"BECKWITH & MARGERUM",5093,1997,"did not measure and does not mention where he took it from"
225.0,NULL,NULL,12600.00,NULL,max.,33,AWTREY,1842,1951,"cit.p/Kumar, 1999(1986)"
225.0,NULL,NULL,12486.00,NULL,"not a max.",33,Romulo,0,2019,"own determination with 3 points (R2 = 0.9999)"
225.0,0,NULL,1260.00,NULL,"log(epsilon) = 3,1",75,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
225.0,0,NULL,355.00,NULL,"log(epsilon) = 2,55",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
225.0,NULL,NULL,9.00,NULL,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
225.0,0,NULL,1.00,NULL,"log(epsilon) = 0",141,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
225.0,NULL,NULL,NULL,NULL,max.,33,PAQUETTE,684,1985,"characteristic band, see curves of ref. (weird, check"
226.0,NULL,NULL,1360000.00,NULL,max.,33,JORTNER,2549,1960,"reading from the chart, 20°C"
226.0,0,NULL,13540.00,NULL,NULL,33,RAHN,6489,1991,NULL
226.0,0,NULL,13500.00,NULL,NULL,33,RAHN,6490,1997,"using iodide as an actinometer"
226.0,0,0.0,12561.00,NULL,max.,33,Romulo,0,2021,"Determining by linear regression with 3 points (R2=0.9999)"
226.0,NULL,NULL,1230.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
226.0,NULL,NULL,NULL,NULL,max.,33,RABINOWITCH,3878,1942,"quoted by Friedman,922(1953)"
226.0,NULL,NULL,NULL,NULL,max.,33,FRIEDMAN,922,1953,"quoting Rabinowitch (1942)"
226.0,44300,NULL,NULL,NULL,max.,33,RABINOWITCH,3878,1942,"does not give the epsilon"
226.0,44300,NULL,NULL,NULL,max,33,JORTNER,2555,1962,"citing several refs."
226.0,0,5.5,NULL,NULL,"I(-) -> I(2P(3/2));band J=3/2",33,BHATTACHARYYA,6500,2020,"CTTS, load transfer to solvent, citing Jortner, 2549(1960)"
226.2,0,NULL,13200.00,NULL,NULL,33,JORTNER,2554,1961,"quoting Franck and Scheibe, 6448(1928)"
227.0,NULL,NULL,14100.00,NULL,"max. log(epsilon) = 4,15",33,AWTREY,1842,1951,"reading from chart"
227.0,44000,NULL,NULL,NULL,max.,722,RABINOWITCH,3878,1942,"does not give the epsilon"
228.0,NULL,NULL,1133.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
228.0,NULL,NULL,120.00,NULL,max.,74,GRAY,1436,1977,"cit.p/Kumar, 1999(1986)"
229.0,NULL,NULL,231.00,NULL,NULL,138,BUSER,4505,1952,NULL
230.0,NULL,NULL,94000.00,2000,NULL,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
230.0,NULL,NULL,42000.00,NULL,NULL,27,WANG,942,1989,NULL
230.0,NULL,NULL,4000.00,NULL,NULL,48,WANG,942,1989,NULL
230.0,NULL,NULL,2400.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
230.0,0,0.0,2400.00,NULL,max.?,242,TREININ,6498,1970,NULL
230.0,NULL,NULL,1292.00,NULL,NULL,86,HART,3614,1983,NULL
230.0,NULL,NULL,1041.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
230.0,NULL,NULL,470.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
230.0,NULL,NULL,350.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
230.0,0,NULL,200.00,NULL,"log(epsilon) = 2,3",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
230.0,NULL,NULL,100.00,NULL,max.,74,ANBAR,919,1954,"cit.p/Soulard, 686(1981)"
230.0,0,NULL,100.00,NULL,"log(epsilon) = 2,0",180,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
230.0,NULL,NULL,96.00,NULL,NULL,180,GALAL-GORCHEV,1019,1965,"in KOH 0.1 M, from the chart"
230.0,NULL,NULL,58.00,NULL,NULL,165,GALAL-GORCHEV,1019,1965,"in HClO4 1E-4 M, from graph"
230.0,NULL,NULL,14.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
230.0,NULL,NULL,NULL,NULL,NULL,427,RENUKA,2293,1993,"citing refs."
230.0,NULL,NULL,NULL,NULL,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
232.0,NULL,NULL,9527.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
232.0,NULL,NULL,1900.00,NULL,max,454,GALAL-GORCHEV,1019,1965,NULL
232.0,NULL,NULL,1900.00,NULL,max.,454,SOULARD,686,1981,NULL
232.0,NULL,NULL,1900.00,NULL,max.,454,GALAL-GORCHEV,1019,1965,"cit.p/Soulard, 686(1981)"
233.0,NULL,NULL,18500.00,NULL,max.,105,SOULARD,686,1981,NULL
233.0,NULL,NULL,100.00,NULL,max,74,GALAL-GORCHEV,1019,1965,"citing refs. 1041, 1042, 1043, 1044"
233.0,NULL,NULL,97.00,NULL,max.,74,SOULARD,686,1981,NULL
234.0,NULL,NULL,8696.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
234.0,NULL,NULL,1943.00,NULL,NULL,138,BUSER,4505,1952,NULL
235.0,NULL,NULL,82000.00,1000,NULL,105,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
235.0,0,NULL,708.00,NULL,"log(epsilon) = 2,85",75,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
235.0,0,NULL,126.00,NULL,"log(epsilon) = 2,1",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
235.0,NULL,NULL,100.00,NULL,max,74,MORRIS,581,1966,NULL
235.0,NULL,NULL,100.00,NULL,max.,74,MORRIS,581,1966,"cit.p/Soulard, 686(1981)"
235.0,NULL,NULL,100.00,NULL,max.,74,PALMER,9,1986,"citing refs. 1439, 922 and 581"
235.0,NULL,NULL,94.00,NULL,max,74,ANBAR,919,1954,"original fig.estimate for PALMER,9(1986)"
235.0,0,NULL,50.00,NULL,"log(epsilon) = 1,7",180,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
235.0,NULL,NULL,NULL,NULL,NULL,428,RENUKA,2293,1993,"citing refs."
235.0,NULL,NULL,NULL,NULL,NULL,102,"Wang et al",3777,1994,"cited by Cooper,2067(1993) val.diferem"
236.0,NULL,NULL,7911.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
236.0,NULL,NULL,NULL,NULL,max.,74,ADAM,5936,1992,NULL
237.0,NULL,NULL,20200.00,NULL,max.,313,DANIELE,1457,1960,NULL
238.0,NULL,NULL,7174.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
238.0,NULL,NULL,NULL,NULL,max,455,GALAL-GORCHEV,1019,1965,NULL
239.0,NULL,NULL,1633.00,NULL,NULL,138,BUSER,4505,1952,NULL
240.0,NULL,NULL,7100.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,6730.00,NULL,NULL,105,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
240.0,NULL,NULL,6477.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
240.0,NULL,NULL,4310.00,NULL,NULL,152,DANIELE,1434,1960,"from graphic"
240.0,NULL,NULL,2067.00,NULL,NULL,86,HART,3614,1983,NULL
240.0,NULL,NULL,557.00,NULL,NULL,182,ARIESE,739,1986,NULL
240.0,NULL,NULL,229.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,221.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,187.00,NULL,NULL,146,GALAL-GORCHEV,1019,1965,"in 0.1 M HClO4, from the graph"
240.0,NULL,NULL,172.00,NULL,NULL,166,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,166.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,83.00,NULL,NULL,166,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
240.0,0,NULL,79.00,NULL,"log(epsilon) = 1,9",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
240.0,NULL,NULL,62.00,NULL,NULL,165,GALAL-GORCHEV,1019,1965,"in HClO4 1E-4 M, from graph"
240.0,NULL,NULL,52.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,50.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
240.0,NULL,NULL,37.00,NULL,NULL,180,GALAL-GORCHEV,1019,1965,"in KOH 0.1 M, from the chart"
240.0,0,NULL,36.00,NULL,"log(epsilon) = 1,55",180,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
240.0,NULL,NULL,22.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
240.0,NULL,NULL,NULL,NULL,NULL,663,CZAPSKI,3981,1967,NULL
240.0,NULL,NULL,NULL,NULL,NULL,102,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
242.0,NULL,NULL,5822.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
243.0,NULL,NULL,461.00,NULL,max.,459,KUMAR,1999,1986,NULL
243.0,NULL,NULL,245.00,NULL,"ñ max",460,KUMAR,1999,1986,NULL
244.0,NULL,NULL,5209.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
244.0,NULL,NULL,457.00,NULL,max.,459,SOULARD,686,1981,NULL
244.0,NULL,NULL,445.00,NULL,max.,459,GRAY,1436,1977,"cit.p/Soulard, 686(1981)"
245.0,NULL,NULL,2500.00,NULL,NULL,86,TAUBE,3617,1957,NULL
245.0,NULL,NULL,455.00,NULL,max,459,GALAL-GORCHEV,1019,1965,"citing refs. 1041, 1042, 1043, 1044"
245.0,NULL,NULL,455.00,NULL,max.,459,GALAL-GORCHEV,1019,1965,"cit.p/Soulard, 686(1981)"
245.0,NULL,NULL,416.00,NULL,max.,459,METCALF,1435,1952,"cit.p/Soulard, 686(1981)"
245.0,NULL,NULL,153.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
245.0,NULL,NULL,59.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
245.0,NULL,NULL,46.00,NULL,NULL,166,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
246.0,NULL,NULL,4641.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
247.0,NULL,NULL,NULL,NULL,max,77,KATZIN,1470,1952,"cit.p/Cason, 297(1961)"
248.0,NULL,NULL,55000.00,NULL,max,77,CASON,297,1961,NULL
248.0,0,NULL,10000.00,NULL,"em HCl 4M ou 8M",77,MEYERSTEIN,6225,1968,"measuring and citing refs 1470(1952) and 1471(1955)"
248.0,NULL,NULL,4118.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3 M"
248.0,NULL,NULL,3300.00,NULL,"isosb. 3IO-/2I-,IO3- (at pH 12)",47,PAQUETTE,684,1985,"Figure 2"
248.0,NULL,NULL,3300.00,NULL,"isosb. 3IO-/2I-,IO3-",33,PAQUETTE,684,1985,NULL
248.0,NULL,NULL,3300.00,NULL,"isosb. 3IO-/2I-,IO3- (at pH 12)",75,PAQUETTE,684,1985,"Figure 2"
248.0,NULL,NULL,107.00,NULL,"isosb. HClO2/ClO2-",119,"FABIAN e GORDON",1107,1991,NULL
248.0,NULL,NULL,107.00,NULL,"isosb. HClO2/ClO2-",138,"FABIAN e GORDON",1107,1991,NULL
248.0,NULL,NULL,NULL,NULL,"isosb. HClO2/ClO2-",119,HORVATH,4973,2003,"modeling HClO2 decomposition"
248.0,NULL,NULL,NULL,NULL,"isosb. HClO2/ClO2-",138,HORVATH,4973,2003,"modeling HClO2 decomposition"
249.0,NULL,NULL,1076.00,NULL,NULL,138,BUSER,4505,1952,NULL
250.0,NULL,NULL,69340.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
250.0,NULL,NULL,19500.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,15000.00,NULL,NULL,152,CERCEK,1483,1964,"from graphic"
250.0,NULL,NULL,13350.00,NULL,NULL,152,DANIELE,1434,1960,"from graphic"
250.0,NULL,NULL,11000.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
250.0,NULL,NULL,3882.00,NULL,NULL,105,"LAROQHE, ajust. seg. grau",0,2008,"by Cooper,2067(1993) and Wang,3777(1994)"
250.0,NULL,NULL,3642.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
250.0,NULL,NULL,3000.00,NULL,NULL,86,TAUBE,3617,1957,NULL
250.0,NULL,NULL,2961.00,NULL,NULL,86,HART,3614,1983,NULL
250.0,NULL,NULL,345.00,NULL,NULL,195,"NICOSON ... MARGERUM",4852,2003,"did not give more details"
250.0,NULL,NULL,334.00,NULL,NULL,152,GILBERT,1168,1931,"from graphic"
250.0,0,NULL,282.00,NULL,"log(epsilon) = 2,45",75,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
250.0,NULL,NULL,270.00,NULL,NULL,146,GUTMANN,1433,1968," measuring by the figure"
250.0,NULL,NULL,256.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
250.0,NULL,NULL,171.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,120.00,NULL,NULL,119,FRIEDMAN,922,1953,"my estimation by the figure of the article"
250.0,NULL,NULL,117.00,NULL,NULL,146,GALAL-GORCHEV,1019,1965,"in 0.1 M HClO4, from the graph"
250.0,NULL,NULL,112.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
250.0,NULL,NULL,108.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,81.00,NULL,NULL,165,GALAL-GORCHEV,1019,1965,"in HClO4 1E-4 M, from graph"
250.0,NULL,NULL,72.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,71.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
250.0,NULL,NULL,71.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,68.00,NULL,NULL,74,FRIEDMAN,922,1953,"my estimation by the figure of the article"
250.0,NULL,NULL,55.00,NULL,NULL,166,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,31.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
250.0,NULL,NULL,24.00,NULL,NULL,166,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
250.0,0,NULL,18.00,NULL,"log(epsilon) = 1,25",166,FARKAS,1438,1948,"estimated from the graph in log(epsilon)"
250.0,NULL,NULL,15.00,NULL,NULL,180,GALAL-GORCHEV,1019,1965,"in KOH 0.1 M, from the chart"
250.0,NULL,NULL,NULL,NULL,max.,489,AICKIN,1452,1939,"max. in UV, without providing epsilon"
252.0,NULL,NULL,3212.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
253.0,NULL,NULL,55000.00,NULL,max.,28,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
